,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
64,240.0,240.0,49.0,95.0,0.516,20.0,51.0,0.392,18.0,23.0,0.783,13.0,40.0,53.0,35.0,3.0,5.0,10.0,20.0,136.0,,0.647,0.621,0.537,0.242,28.3,78.4,54.6,71.4,3.0,7.5,8.7,100.0,135.9,120.9,,,14.0,26.0,1.0,5.0,12.0,1.0,7.0,8.0,1.0,3.0,12.0,15.0,6.0,2.0,4.0,3.0,4.0,40.0,24.0,0.904,1.0,1.0,1.5,24.9,55.2,32.6,36.1,2.9,11.2,100.0,37.2,182.0,127.0,BRK,136,0,1,240.0,240.0,44.0,96.0,0.458,12.0,29.0,0.414,21.0,27.0,0.778,11.0,33.0,44.0,26.0,7.0,1.0,5.0,17.0,121.0,,0.561,0.521,0.302,0.281,21.6,71.7,45.4,59.1,7.0,2.3,4.4,100.0,120.9,135.9,,,8.0,23.0,0.857,5.0,8.0,1.0,10.0,10.0,1.0,3.0,4.0,6.0,9.0,3.0,1.0,2.0,3.0,23.0,9.0,1.142,1.214,0.857,1.0,18.1,35.5,21.0,64.4,4.7,5.6,20.0,37.0,192.0,143.0,PHI,121,1,2024,2024-02-03,True
65,240.0,240.0,44.0,96.0,0.458,12.0,29.0,0.414,21.0,27.0,0.778,11.0,33.0,44.0,26.0,7.0,1.0,5.0,17.0,121.0,,0.561,0.521,0.302,0.281,21.6,71.7,45.4,59.1,7.0,2.3,4.4,100.0,120.9,135.9,,,8.0,23.0,0.857,5.0,8.0,1.0,10.0,10.0,1.0,3.0,4.0,6.0,9.0,3.0,1.0,2.0,3.0,23.0,9.0,1.142,1.214,0.857,1.0,18.1,35.5,21.0,64.4,4.7,5.6,20.0,37.0,192.0,143.0,PHI,121,1,0,240.0,240.0,49.0,95.0,0.516,20.0,51.0,0.392,18.0,23.0,0.783,13.0,40.0,53.0,35.0,3.0,5.0,10.0,20.0,136.0,,0.647,0.621,0.537,0.242,28.3,78.4,54.6,71.4,3.0,7.5,8.7,100.0,135.9,120.9,,,14.0,26.0,1.0,5.0,12.0,1.0,7.0,8.0,1.0,3.0,12.0,15.0,6.0,2.0,4.0,3.0,4.0,40.0,24.0,0.904,1.0,1.0,1.5,24.9,55.2,32.6,36.1,2.9,11.2,100.0,37.2,182.0,127.0,BRK,136,0,2024,2024-02-03,False
66,240.0,240.0,46.0,91.0,0.505,19.0,43.0,0.442,8.0,13.0,0.615,6.0,39.0,45.0,25.0,7.0,3.0,10.0,12.0,119.0,,0.615,0.61,0.473,0.143,14.6,83.0,51.1,54.3,7.1,5.2,9.4,100.0,120.8,108.6,,,15.0,27.0,1.0,6.0,11.0,1.0,5.0,10.0,1.0,1.0,17.0,18.0,9.0,2.0,1.0,3.0,3.0,36.0,15.0,1.5,1.5,1.0,0.37,15.6,40.4,22.8,31.9,2.5,4.7,37.5,33.9,177.0,116.0,DAL,119,0,1,240.0,240.0,41.0,91.0,0.451,12.0,33.0,0.364,13.0,15.0,0.867,8.0,35.0,43.0,33.0,6.0,5.0,10.0,13.0,107.0,,0.548,0.516,0.363,0.165,17.0,85.4,48.9,80.5,6.1,10.4,9.3,100.0,108.6,120.8,,,11.0,21.0,1.0,5.0,11.0,0.667,3.0,4.0,1.0,4.0,9.0,11.0,8.0,2.0,5.0,2.0,3.0,28.0,5.0,1.0,1.0,0.688,0.333,20.2,30.5,24.2,52.6,2.7,14.5,20.2,26.5,200.0,128.0,BRK,107,1,2024,2024-02-06,True
67,240.0,240.0,41.0,91.0,0.451,12.0,33.0,0.364,13.0,15.0,0.867,8.0,35.0,43.0,33.0,6.0,5.0,10.0,13.0,107.0,,0.548,0.516,0.363,0.165,17.0,85.4,48.9,80.5,6.1,10.4,9.3,100.0,108.6,120.8,,,11.0,21.0,1.0,5.0,11.0,0.667,3.0,4.0,1.0,4.0,9.0,11.0,8.0,2.0,5.0,2.0,3.0,28.0,5.0,1.0,1.0,0.688,0.333,20.2,30.5,24.2,52.6,2.7,14.5,20.2,26.5,200.0,128.0,BRK,107,1,0,240.0,240.0,46.0,91.0,0.505,19.0,43.0,0.442,8.0,13.0,0.615,6.0,39.0,45.0,25.0,7.0,3.0,10.0,12.0,119.0,,0.615,0.61,0.473,0.143,14.6,83.0,51.1,54.3,7.1,5.2,9.4,100.0,120.8,108.6,,,15.0,27.0,1.0,6.0,11.0,1.0,5.0,10.0,1.0,1.0,17.0,18.0,9.0,2.0,1.0,3.0,3.0,36.0,15.0,1.5,1.5,1.0,0.37,15.6,40.4,22.8,31.9,2.5,4.7,37.5,33.9,177.0,116.0,DAL,119,0,2024,2024-02-06,False
68,240.0,240.0,34.0,77.0,0.442,16.0,39.0,0.41,19.0,22.0,0.864,9.0,39.0,48.0,23.0,6.0,5.0,15.0,12.0,103.0,,0.594,0.545,0.506,0.286,21.4,76.5,51.6,67.6,6.5,8.2,14.8,100.0,112.3,103.6,,,8.0,16.0,0.667,5.0,10.0,1.0,6.0,6.0,1.0,3.0,8.0,11.0,11.0,2.0,2.0,4.0,3.0,25.0,11.0,0.833,0.833,0.769,2.0,11.6,25.1,17.7,48.9,3.4,4.5,25.0,37.3,167.0,112.0,LAC,103,0,1,240.0,240.0,38.0,91.0,0.418,8.0,30.0,0.267,11.0,12.0,0.917,12.0,33.0,45.0,24.0,9.0,0.0,10.0,19.0,95.0,,0.493,0.462,0.33,0.132,23.5,78.6,48.4,63.2,9.8,0.0,9.4,100.0,103.6,112.3,,,8.0,19.0,0.556,2.0,8.0,0.5,4.0,4.0,1.0,4.0,9.0,13.0,5.0,3.0,0.0,3.0,5.0,21.0,1.0,0.75,0.75,1.0,0.308,11.0,53.8,24.3,30.7,4.5,0.0,33.3,26.8,122.0,121.0,MIA,95,1,2024,2024-02-04,True
69,240.0,240.0,38.0,91.0,0.418,8.0,30.0,0.267,11.0,12.0,0.917,12.0,33.0,45.0,24.0,9.0,0.0,10.0,19.0,95.0,,0.493,0.462,0.33,0.132,23.5,78.6,48.4,63.2,9.8,0.0,9.4,100.0,103.6,112.3,,,8.0,19.0,0.556,2.0,8.0,0.5,4.0,4.0,1.0,4.0,9.0,13.0,5.0,3.0,0.0,3.0,5.0,21.0,1.0,0.75,0.75,1.0,0.308,11.0,53.8,24.3,30.7,4.5,0.0,33.3,26.8,122.0,121.0,MIA,95,1,0,240.0,240.0,34.0,77.0,0.442,16.0,39.0,0.41,19.0,22.0,0.864,9.0,39.0,48.0,23.0,6.0,5.0,15.0,12.0,103.0,,0.594,0.545,0.506,0.286,21.4,76.5,51.6,67.6,6.5,8.2,14.8,100.0,112.3,103.6,,,8.0,16.0,0.667,5.0,10.0,1.0,6.0,6.0,1.0,3.0,8.0,11.0,11.0,2.0,2.0,4.0,3.0,25.0,11.0,0.833,0.833,0.769,2.0,11.6,25.1,17.7,48.9,3.4,4.5,25.0,37.3,167.0,112.0,LAC,103,0,2024,2024-02-04,False
70,240.0,240.0,39.0,80.0,0.488,12.0,31.0,0.387,23.0,27.0,0.852,3.0,35.0,38.0,28.0,4.0,11.0,5.0,16.0,113.0,,0.615,0.563,0.388,0.338,8.3,66.0,42.7,71.8,4.4,16.9,5.2,100.0,123.0,114.3,,,10.0,19.0,1.0,3.0,7.0,1.0,7.0,8.0,1.0,2.0,16.0,18.0,7.0,2.0,4.0,2.0,4.0,24.0,12.0,1.23,1.5,1.0,1.667,7.3,39.8,26.7,41.9,4.2,8.1,16.1,28.9,206.0,126.0,LAL,113,0,1,240.0,240.0,41.0,100.0,0.41,10.0,35.0,0.286,13.0,15.0,0.867,18.0,33.0,51.0,21.0,1.0,4.0,7.0,20.0,105.0,,0.492,0.46,0.35,0.15,34.0,91.7,57.3,51.2,1.1,8.2,6.2,100.0,114.3,123.0,,,15.0,31.0,1.0,6.0,16.0,0.375,5.0,6.0,1.0,6.0,9.0,15.0,10.0,1.0,2.0,3.0,6.0,36.0,1.0,1.0,1.0,0.727,0.5,16.4,36.3,24.5,43.1,1.3,5.9,11.1,34.6,206.0,127.0,NYK,105,1,2024,2024-02-03,True
71,240.0,240.0,41.0,100.0,0.41,10.0,35.0,0.286,13.0,15.0,0.867,18.0,33.0,51.0,21.0,1.0,4.0,7.0,20.0,105.0,,0.492,0.46,0.35,0.15,34.0,91.7,57.3,51.2,1.1,8.2,6.2,100.0,114.3,123.0,,,15.0,31.0,1.0,6.0,16.0,0.375,5.0,6.0,1.0,6.0,9.0,15.0,10.0,1.0,2.0,3.0,6.0,36.0,1.0,1.0,1.0,0.727,0.5,16.4,36.3,24.5,43.1,1.3,5.9,11.1,34.6,206.0,127.0,NYK,105,1,0,240.0,240.0,39.0,80.0,0.488,12.0,31.0,0.387,23.0,27.0,0.852,3.0,35.0,38.0,28.0,4.0,11.0,5.0,16.0,113.0,,0.615,0.563,0.388,0.338,8.3,66.0,42.7,71.8,4.4,16.9,5.2,100.0,123.0,114.3,,,10.0,19.0,1.0,3.0,7.0,1.0,7.0,8.0,1.0,2.0,16.0,18.0,7.0,2.0,4.0,2.0,4.0,24.0,12.0,1.23,1.5,1.0,1.667,7.3,39.8,26.7,41.9,4.2,8.1,16.1,28.9,206.0,126.0,LAL,113,0,2024,2024-02-03,False
72,265.0,265.0,50.0,112.0,0.446,18.0,56.0,0.321,16.0,20.0,0.8,14.0,43.0,57.0,26.0,4.0,7.0,14.0,23.0,134.0,,0.555,0.527,0.5,0.179,25.5,72.9,50.0,52.0,3.5,9.9,10.4,100.0,116.1,122.2,,,22.0,38.0,0.667,10.0,23.0,0.5,6.0,6.0,1.0,4.0,9.0,11.0,8.0,3.0,2.0,4.0,6.0,60.0,5.0,0.738,0.727,1.0,1.0,17.0,49.0,31.7,26.7,3.9,8.7,100.0,40.5,144.0,129.0,GSW,134,0,1,265.0,265.0,55.0,114.0,0.482,14.0,43.0,0.326,17.0,22.0,0.773,16.0,41.0,57.0,27.0,5.0,4.0,8.0,20.0,141.0,,0.57,0.544,0.377,0.193,27.1,74.5,50.0,49.1,4.3,7.1,6.1,100.0,122.2,116.1,,,12.0,24.0,0.727,7.0,11.0,0.636,4.0,5.0,1.0,6.0,10.0,16.0,8.0,2.0,2.0,3.0,5.0,35.0,14.0,0.799,0.75,0.8,1.0,21.3,34.3,27.6,22.3,2.9,5.8,11.5,26.0,175.0,124.0,ATL,141,1,2024,2024-02-03,False
73,265.0,265.0,55.0,114.0,0.482,14.0,43.0,0.326,17.0,22.0,0.773,16.0,41.0,57.0,27.0,5.0,4.0,8.0,20.0,141.0,,0.57,0.544,0.377,0.193,27.1,74.5,50.0,49.1,4.3,7.1,6.1,100.0,122.2,116.1,,,12.0,24.0,0.727,7.0,11.0,0.636,4.0,5.0,1.0,6.0,10.0,16.0,8.0,2.0,2.0,3.0,5.0,35.0,14.0,0.799,0.75,0.8,1.0,21.3,34.3,27.6,22.3,2.9,5.8,11.5,26.0,175.0,124.0,ATL,141,1,0,265.0,265.0,50.0,112.0,0.446,18.0,56.0,0.321,16.0,20.0,0.8,14.0,43.0,57.0,26.0,4.0,7.0,14.0,23.0,134.0,,0.555,0.527,0.5,0.179,25.5,72.9,50.0,52.0,3.5,9.9,10.4,100.0,116.1,122.2,,,22.0,38.0,0.667,10.0,23.0,0.5,6.0,6.0,1.0,4.0,9.0,11.0,8.0,3.0,2.0,4.0,6.0,60.0,5.0,0.738,0.727,1.0,1.0,17.0,49.0,31.7,26.7,3.9,8.7,100.0,40.5,144.0,129.0,GSW,134,0,2024,2024-02-03,True
